Variable,Index,Value
load_shed,"(10, 1, 65)",0.0
load_shed,"(10, 1, 66)",0.0
load_shed,"(10, 1, 67)",0.0
load_shed,"(10, 1, 68)",0.0
load_shed,"(10, 1, 69)",0.0
load_shed,"(10, 1, 70)",0.0
load_shed,"(10, 1, 71)",0.0
load_shed,"(10, 1, 72)",0.0
load_shed,"(10, 1, 73)",0.0
load_shed,"(10, 1, 74)",0.0
load_shed,"(10, 1, 75)",0.0
load_shed,"(10, 1, 76)",0.0
load_shed,"(10, 1, 77)",0.0
load_shed,"(10, 1, 78)",0.0
load_shed,"(10, 1, 79)",0.0
load_shed,"(10, 1, 80)",0.0
load_shed,"(10, 1, 81)",0.0
load_shed,"(10, 1, 82)",0.0
load_shed,"(10, 1, 83)",0.0
load_shed,"(10, 1, 84)",0.0
load_shed,"(10, 1, 85)",0.0
load_shed,"(10, 1, 86)",0.0
load_shed,"(10, 1, 87)",0.0
load_shed,"(10, 1, 88)",0.0
load_shed,"(10, 1, 89)",0.0
load_shed,"(10, 1, 90)",0.0
load_shed,"(10, 1, 91)",0.0
load_shed,"(10, 1, 92)",0.0
load_shed,"(10, 1, 93)",0.0
load_shed,"(10, 1, 94)",0.0
load_shed,"(10, 1, 95)",0.0
load_shed,"(10, 1, 96)",0.0
load_shed,"(10, 1, 97)",0.0
load_shed,"(10, 1, 98)",0.0
load_shed,"(10, 1, 99)",0.0
load_shed,"(10, 1, 100)",0.0
load_shed,"(10, 1, 101)",0.0
load_shed,"(10, 1, 102)",0.0
load_shed,"(10, 1, 103)",0.0
load_shed,"(10, 1, 104)",0.0
load_shed,"(10, 1, 105)",0.0
load_shed,"(10, 1, 106)",0.0
load_shed,"(10, 1, 107)",0.0
load_shed,"(10, 1, 108)",0.0
load_shed,"(10, 1, 109)",0.0
load_shed,"(10, 1, 110)",0.0
load_shed,"(10, 1, 111)",0.0
load_shed,"(10, 1, 112)",0.0
load_shed,"(10, 1, 113)",0.0
load_shed,"(10, 1, 114)",0.0
load_shed,"(10, 1, 115)",0.0
load_shed,"(10, 1, 116)",0.0
load_shed,"(10, 1, 117)",0.0
load_shed,"(10, 1, 118)",0.0
load_shed,"(10, 1, 119)",0.0
load_shed,"(10, 1, 120)",0.0
load_shed,"(10, 1, 121)",0.0
load_shed,"(10, 1, 122)",0.0
load_shed,"(10, 1, 123)",0.0
load_shed,"(10, 1, 124)",0.0
load_shed,"(10, 1, 125)",0.0
load_shed,"(10, 1, 126)",0.0
load_shed,"(10, 1, 127)",0.0
load_shed,"(10, 1, 128)",0.0
load_shed,"(10, 1, 129)",0.0
load_shed,"(10, 1, 130)",0.0
load_shed,"(10, 1, 131)",0.0
load_shed,"(10, 1, 132)",0.0
load_shed,"(10, 1, 133)",0.0
load_shed,"(10, 1, 134)",0.0
load_shed,"(10, 1, 135)",0.0
load_shed,"(10, 1, 136)",0.0
load_shed,"(10, 1, 137)",0.0
load_shed,"(10, 1, 138)",0.0
load_shed,"(10, 1, 139)",0.0
load_shed,"(10, 1, 140)",0.0
load_shed,"(10, 1, 141)",0.0
load_shed,"(10, 1, 142)",0.0
load_shed,"(10, 2, 1)",0.0
load_shed,"(10, 2, 2)",0.0
load_shed,"(10, 2, 3)",0.0
load_shed,"(10, 2, 4)",0.0
load_shed,"(10, 2, 5)",0.0
load_shed,"(10, 2, 6)",0.0
load_shed,"(10, 2, 7)",0.0
load_shed,"(10, 2, 8)",0.0
load_shed,"(10, 2, 9)",0.0
load_shed,"(10, 2, 10)",0.0
load_shed,"(10, 2, 11)",0.0
load_shed,"(10, 2, 12)",0.0
load_shed,"(10, 2, 13)",0.0
load_shed,"(10, 2, 14)",0.0
load_shed,"(10, 2, 15)",0.0
load_shed,"(10, 2, 16)",0.0
load_shed,"(10, 2, 17)",0.0
load_shed,"(10, 2, 18)",0.0
load_shed,"(10, 2, 19)",0.0
load_shed,"(10, 2, 20)",0.0
load_shed,"(10, 2, 21)",0.0
load_shed,"(10, 2, 22)",0.0
load_shed,"(10, 2, 23)",0.0
load_shed,"(10, 2, 24)",0.0
load_shed,"(10, 2, 25)",0.0
load_shed,"(10, 2, 26)",0.0
load_shed,"(10, 2, 27)",0.0
load_shed,"(10, 2, 28)",0.0
load_shed,"(10, 2, 29)",0.0
load_shed,"(10, 2, 30)",0.0
load_shed,"(10, 2, 31)",0.0
load_shed,"(10, 2, 32)",0.0
load_shed,"(10, 2, 33)",0.0
load_shed,"(10, 2, 34)",0.0
load_shed,"(10, 2, 35)",0.0
load_shed,"(10, 2, 36)",0.0
load_shed,"(10, 2, 37)",0.0
load_shed,"(10, 2, 38)",0.0
load_shed,"(10, 2, 39)",0.0
load_shed,"(10, 2, 40)",0.0
load_shed,"(10, 2, 41)",0.0
load_shed,"(10, 2, 42)",0.0
load_shed,"(10, 2, 43)",0.0
load_shed,"(10, 2, 44)",0.0
load_shed,"(10, 2, 45)",0.0
load_shed,"(10, 2, 46)",0.0
load_shed,"(10, 2, 47)",0.0
load_shed,"(10, 2, 48)",0.0
load_shed,"(10, 2, 49)",0.0
load_shed,"(10, 2, 50)",0.0
load_shed,"(10, 2, 51)",0.0
load_shed,"(10, 2, 52)",0.0
load_shed,"(10, 2, 53)",0.0
load_shed,"(10, 2, 54)",0.0
load_shed,"(10, 2, 55)",0.0
load_shed,"(10, 2, 56)",0.0
load_shed,"(10, 2, 57)",0.0
load_shed,"(10, 2, 58)",0.0
load_shed,"(10, 2, 59)",0.0
load_shed,"(10, 2, 60)",0.0
load_shed,"(10, 2, 61)",0.0
load_shed,"(10, 2, 62)",0.0
load_shed,"(10, 2, 63)",0.0
load_shed,"(10, 2, 64)",0.0
load_shed,"(10, 2, 65)",0.0
load_shed,"(10, 2, 66)",0.0
load_shed,"(10, 2, 67)",0.0
load_shed,"(10, 2, 68)",0.0
load_shed,"(10, 2, 69)",0.0
load_shed,"(10, 2, 70)",0.0
load_shed,"(10, 2, 71)",0.0
load_shed,"(10, 2, 72)",0.0
load_shed,"(10, 2, 73)",0.0
load_shed,"(10, 2, 74)",0.0
load_shed,"(10, 2, 75)",0.0
load_shed,"(10, 2, 76)",0.0
load_shed,"(10, 2, 77)",0.0
load_shed,"(10, 2, 78)",0.0
load_shed,"(10, 2, 79)",0.0
load_shed,"(10, 2, 80)",0.0
load_shed,"(10, 2, 81)",0.0
load_shed,"(10, 2, 82)",0.0
load_shed,"(10, 2, 83)",0.0
load_shed,"(10, 2, 84)",0.0
load_shed,"(10, 2, 85)",0.0
load_shed,"(10, 2, 86)",0.0
load_shed,"(10, 2, 87)",0.0
load_shed,"(10, 2, 88)",0.0
load_shed,"(10, 2, 89)",0.0
load_shed,"(10, 2, 90)",0.0
load_shed,"(10, 2, 91)",0.0
load_shed,"(10, 2, 92)",0.0
load_shed,"(10, 2, 93)",0.0
load_shed,"(10, 2, 94)",0.0
load_shed,"(10, 2, 95)",0.0
load_shed,"(10, 2, 96)",0.0
load_shed,"(10, 2, 97)",0.0
load_shed,"(10, 2, 98)",0.0
load_shed,"(10, 2, 99)",0.0
load_shed,"(10, 2, 100)",0.0
load_shed,"(10, 2, 101)",0.0
load_shed,"(10, 2, 102)",0.0
load_shed,"(10, 2, 103)",0.0
load_shed,"(10, 2, 104)",0.0
load_shed,"(10, 2, 105)",0.0
load_shed,"(10, 2, 106)",0.0
load_shed,"(10, 2, 107)",0.0
load_shed,"(10, 2, 108)",0.0
load_shed,"(10, 2, 109)",0.0
load_shed,"(10, 2, 110)",0.0
load_shed,"(10, 2, 111)",0.0
load_shed,"(10, 2, 112)",0.0
load_shed,"(10, 2, 113)",0.0
load_shed,"(10, 2, 114)",0.0
load_shed,"(10, 2, 115)",0.0
load_shed,"(10, 2, 116)",0.0
load_shed,"(10, 2, 117)",0.0
load_shed,"(10, 2, 118)",0.0
load_shed,"(10, 2, 119)",0.0
load_shed,"(10, 2, 120)",0.0
load_shed,"(10, 2, 121)",0.0
load_shed,"(10, 2, 122)",0.0
load_shed,"(10, 2, 123)",0.0
load_shed,"(10, 2, 124)",0.0
load_shed,"(10, 2, 125)",0.0
load_shed,"(10, 2, 126)",0.0
load_shed,"(10, 2, 127)",0.0
load_shed,"(10, 2, 128)",0.0
load_shed,"(10, 2, 129)",0.0
load_shed,"(10, 2, 130)",0.0
load_shed,"(10, 2, 131)",0.0
load_shed,"(10, 2, 132)",0.0
load_shed,"(10, 2, 133)",0.0
load_shed,"(10, 2, 134)",0.0
load_shed,"(10, 2, 135)",0.0
load_shed,"(10, 2, 136)",0.0
load_shed,"(10, 2, 137)",0.0
load_shed,"(10, 2, 138)",0.0
load_shed,"(10, 2, 139)",0.0
load_shed,"(10, 2, 140)",0.0
load_shed,"(10, 2, 141)",0.0
load_shed,"(10, 2, 142)",0.0
load_shed,"(10, 3, 1)",0.0
load_shed,"(10, 3, 2)",0.0
load_shed,"(10, 3, 3)",0.0
load_shed,"(10, 3, 4)",0.0
load_shed,"(10, 3, 5)",0.0
load_shed,"(10, 3, 6)",0.0
load_shed,"(10, 3, 7)",0.0
load_shed,"(10, 3, 8)",0.0
load_shed,"(10, 3, 9)",0.0
load_shed,"(10, 3, 10)",0.0
load_shed,"(10, 3, 11)",0.0
load_shed,"(10, 3, 12)",0.0
load_shed,"(10, 3, 13)",0.0
load_shed,"(10, 3, 14)",0.0
load_shed,"(10, 3, 15)",0.0
load_shed,"(10, 3, 16)",0.0
load_shed,"(10, 3, 17)",0.0
load_shed,"(10, 3, 18)",0.0
load_shed,"(10, 3, 19)",0.0
load_shed,"(10, 3, 20)",0.0
load_shed,"(10, 3, 21)",0.0
load_shed,"(10, 3, 22)",0.0
load_shed,"(10, 3, 23)",0.0
load_shed,"(10, 3, 24)",0.0
load_shed,"(10, 3, 25)",0.0
load_shed,"(10, 3, 26)",0.0
load_shed,"(10, 3, 27)",0.0
load_shed,"(10, 3, 28)",0.0
load_shed,"(10, 3, 29)",0.0
load_shed,"(10, 3, 30)",0.0
load_shed,"(10, 3, 31)",0.0
load_shed,"(10, 3, 32)",0.0
load_shed,"(10, 3, 33)",0.0
load_shed,"(10, 3, 34)",0.0
load_shed,"(10, 3, 35)",0.0
load_shed,"(10, 3, 36)",0.0
load_shed,"(10, 3, 37)",0.0
load_shed,"(10, 3, 38)",0.0
load_shed,"(10, 3, 39)",0.0
load_shed,"(10, 3, 40)",0.0
load_shed,"(10, 3, 41)",0.0
load_shed,"(10, 3, 42)",0.0
load_shed,"(10, 3, 43)",0.0
load_shed,"(10, 3, 44)",0.0
load_shed,"(10, 3, 45)",0.0
load_shed,"(10, 3, 46)",0.0
load_shed,"(10, 3, 47)",0.0
load_shed,"(10, 3, 48)",0.0
load_shed,"(10, 3, 49)",0.0
load_shed,"(10, 3, 50)",0.0
load_shed,"(10, 3, 51)",0.0
load_shed,"(10, 3, 52)",0.0
load_shed,"(10, 3, 53)",0.0
load_shed,"(10, 3, 54)",0.0
load_shed,"(10, 3, 55)",0.0
load_shed,"(10, 3, 56)",0.0
load_shed,"(10, 3, 57)",0.0
load_shed,"(10, 3, 58)",0.0
load_shed,"(10, 3, 59)",0.0
load_shed,"(10, 3, 60)",0.0
load_shed,"(10, 3, 61)",0.0
load_shed,"(10, 3, 62)",0.0
load_shed,"(10, 3, 63)",0.0
load_shed,"(10, 3, 64)",0.0
load_shed,"(10, 3, 65)",0.0
load_shed,"(10, 3, 66)",0.0
load_shed,"(10, 3, 67)",0.0
load_shed,"(10, 3, 68)",0.0
load_shed,"(10, 3, 69)",0.0
load_shed,"(10, 3, 70)",0.0
load_shed,"(10, 3, 71)",0.0
load_shed,"(10, 3, 72)",0.0
load_shed,"(10, 3, 73)",0.0
load_shed,"(10, 3, 74)",0.0
load_shed,"(10, 3, 75)",0.0
load_shed,"(10, 3, 76)",0.0
load_shed,"(10, 3, 77)",0.0
load_shed,"(10, 3, 78)",0.0
load_shed,"(10, 3, 79)",0.0
load_shed,"(10, 3, 80)",0.0
load_shed,"(10, 3, 81)",0.0
load_shed,"(10, 3, 82)",0.0
load_shed,"(10, 3, 83)",0.0
load_shed,"(10, 3, 84)",0.0
load_shed,"(10, 3, 85)",0.0
load_shed,"(10, 3, 86)",0.0
load_shed,"(10, 3, 87)",0.0
load_shed,"(10, 3, 88)",0.0
load_shed,"(10, 3, 89)",0.0
load_shed,"(10, 3, 90)",0.0
load_shed,"(10, 3, 91)",0.0
load_shed,"(10, 3, 92)",0.0
load_shed,"(10, 3, 93)",0.0
load_shed,"(10, 3, 94)",0.0
load_shed,"(10, 3, 95)",0.0
load_shed,"(10, 3, 96)",0.0
load_shed,"(10, 3, 97)",0.0
load_shed,"(10, 3, 98)",0.0
load_shed,"(10, 3, 99)",0.0
load_shed,"(10, 3, 100)",0.0
load_shed,"(10, 3, 101)",0.0
load_shed,"(10, 3, 102)",0.0
load_shed,"(10, 3, 103)",0.0
load_shed,"(10, 3, 104)",0.0
load_shed,"(10, 3, 105)",0.0
load_shed,"(10, 3, 106)",0.0
load_shed,"(10, 3, 107)",0.0
load_shed,"(10, 3, 108)",0.0
load_shed,"(10, 3, 109)",0.0
load_shed,"(10, 3, 110)",0.0
load_shed,"(10, 3, 111)",0.0
load_shed,"(10, 3, 112)",0.0
load_shed,"(10, 3, 113)",0.0
load_shed,"(10, 3, 114)",0.0
load_shed,"(10, 3, 115)",0.0
load_shed,"(10, 3, 116)",0.0
load_shed,"(10, 3, 117)",0.0
load_shed,"(10, 3, 118)",0.0
load_shed,"(10, 3, 119)",0.0
load_shed,"(10, 3, 120)",0.0
load_shed,"(10, 3, 121)",0.0
load_shed,"(10, 3, 122)",0.0
load_shed,"(10, 3, 123)",0.0
load_shed,"(10, 3, 124)",0.0
load_shed,"(10, 3, 125)",0.0
load_shed,"(10, 3, 126)",0.0
load_shed,"(10, 3, 127)",0.0
load_shed,"(10, 3, 128)",0.0
load_shed,"(10, 3, 129)",0.0
load_shed,"(10, 3, 130)",0.0
load_shed,"(10, 3, 131)",0.0
load_shed,"(10, 3, 132)",0.0
load_shed,"(10, 3, 133)",0.0
load_shed,"(10, 3, 134)",0.0
load_shed,"(10, 3, 135)",0.0
load_shed,"(10, 3, 136)",0.0
load_shed,"(10, 3, 137)",0.0
load_shed,"(10, 3, 138)",0.0
load_shed,"(10, 3, 139)",0.0
load_shed,"(10, 3, 140)",0.0
load_shed,"(10, 3, 141)",0.0
load_shed,"(10, 3, 142)",0.0
load_shed,"(10, 4, 1)",0.0
load_shed,"(10, 4, 2)",0.0
load_shed,"(10, 4, 3)",0.0
load_shed,"(10, 4, 4)",0.0
load_shed,"(10, 4, 5)",0.0
load_shed,"(10, 4, 6)",0.0
load_shed,"(10, 4, 7)",0.0
load_shed,"(10, 4, 8)",0.0
load_shed,"(10, 4, 9)",0.0
load_shed,"(10, 4, 10)",0.0
load_shed,"(10, 4, 11)",0.0
load_shed,"(10, 4, 12)",0.0
load_shed,"(10, 4, 13)",0.0
load_shed,"(10, 4, 14)",0.0
load_shed,"(10, 4, 15)",0.0
load_shed,"(10, 4, 16)",0.0
load_shed,"(10, 4, 17)",0.0
load_shed,"(10, 4, 18)",0.0
load_shed,"(10, 4, 19)",0.0
load_shed,"(10, 4, 20)",0.0
load_shed,"(10, 4, 21)",0.0
load_shed,"(10, 4, 22)",0.0
load_shed,"(10, 4, 23)",0.0
load_shed,"(10, 4, 24)",0.0
load_shed,"(10, 4, 25)",0.0
load_shed,"(10, 4, 26)",0.0
load_shed,"(10, 4, 27)",0.0
load_shed,"(10, 4, 28)",0.0
load_shed,"(10, 4, 29)",0.0
load_shed,"(10, 4, 30)",0.0
load_shed,"(10, 4, 31)",0.0
load_shed,"(10, 4, 32)",0.0
load_shed,"(10, 4, 33)",0.0
load_shed,"(10, 4, 34)",0.0
load_shed,"(10, 4, 35)",0.0
load_shed,"(10, 4, 36)",0.0
load_shed,"(10, 4, 37)",0.0
load_shed,"(10, 4, 38)",0.0
load_shed,"(10, 4, 39)",0.0
load_shed,"(10, 4, 40)",0.0
load_shed,"(10, 4, 41)",0.0
load_shed,"(10, 4, 42)",0.0
load_shed,"(10, 4, 43)",0.0
load_shed,"(10, 4, 44)",0.0
load_shed,"(10, 4, 45)",0.0
load_shed,"(10, 4, 46)",0.0
load_shed,"(10, 4, 47)",0.0
load_shed,"(10, 4, 48)",0.0
load_shed,"(10, 4, 49)",0.0
load_shed,"(10, 4, 50)",0.0
load_shed,"(10, 4, 51)",0.0
load_shed,"(10, 4, 52)",0.0
load_shed,"(10, 4, 53)",0.0
load_shed,"(10, 4, 54)",0.0
load_shed,"(10, 4, 55)",0.0
load_shed,"(10, 4, 56)",0.0
load_shed,"(10, 4, 57)",0.0
load_shed,"(10, 4, 58)",0.0
load_shed,"(10, 4, 59)",0.0
load_shed,"(10, 4, 60)",0.0
load_shed,"(10, 4, 61)",0.0
load_shed,"(10, 4, 62)",0.0
load_shed,"(10, 4, 63)",0.0
load_shed,"(10, 4, 64)",0.0
load_shed,"(10, 4, 65)",0.0
load_shed,"(10, 4, 66)",0.0
load_shed,"(10, 4, 67)",0.0
load_shed,"(10, 4, 68)",0.0
load_shed,"(10, 4, 69)",0.0
load_shed,"(10, 4, 70)",0.0
load_shed,"(10, 4, 71)",0.0
load_shed,"(10, 4, 72)",0.0
load_shed,"(10, 4, 73)",0.0
load_shed,"(10, 4, 74)",0.0
load_shed,"(10, 4, 75)",0.0
load_shed,"(10, 4, 76)",0.0
load_shed,"(10, 4, 77)",0.0
load_shed,"(10, 4, 78)",0.0
load_shed,"(10, 4, 79)",0.0
load_shed,"(10, 4, 80)",0.0
load_shed,"(10, 4, 81)",0.0
load_shed,"(10, 4, 82)",0.0
load_shed,"(10, 4, 83)",0.0
load_shed,"(10, 4, 84)",0.0
load_shed,"(10, 4, 85)",0.0
load_shed,"(10, 4, 86)",0.0
load_shed,"(10, 4, 87)",0.0
load_shed,"(10, 4, 88)",0.0
load_shed,"(10, 4, 89)",0.0
load_shed,"(10, 4, 90)",0.0
load_shed,"(10, 4, 91)",0.0
load_shed,"(10, 4, 92)",0.0
load_shed,"(10, 4, 93)",0.0
load_shed,"(10, 4, 94)",0.0
load_shed,"(10, 4, 95)",0.0
load_shed,"(10, 4, 96)",0.0
load_shed,"(10, 4, 97)",0.0
load_shed,"(10, 4, 98)",0.0
load_shed,"(10, 4, 99)",0.0
load_shed,"(10, 4, 100)",0.0
load_shed,"(10, 4, 101)",0.0
load_shed,"(10, 4, 102)",0.0
load_shed,"(10, 4, 103)",0.0
load_shed,"(10, 4, 104)",0.0
load_shed,"(10, 4, 105)",0.0
load_shed,"(10, 4, 106)",0.0
load_shed,"(10, 4, 107)",0.0
load_shed,"(10, 4, 108)",0.0
load_shed,"(10, 4, 109)",0.0
load_shed,"(10, 4, 110)",0.0
load_shed,"(10, 4, 111)",0.0
load_shed,"(10, 4, 112)",0.0
load_shed,"(10, 4, 113)",0.0
load_shed,"(10, 4, 114)",0.0
load_shed,"(10, 4, 115)",0.0
load_shed,"(10, 4, 116)",0.0
load_shed,"(10, 4, 117)",0.0
load_shed,"(10, 4, 118)",0.0
load_shed,"(10, 4, 119)",0.0
load_shed,"(10, 4, 120)",0.0
load_shed,"(10, 4, 121)",0.0
load_shed,"(10, 4, 122)",0.0
load_shed,"(10, 4, 123)",0.0
load_shed,"(10, 4, 124)",0.0
load_shed,"(10, 4, 125)",0.0
load_shed,"(10, 4, 126)",0.0
load_shed,"(10, 4, 127)",0.0
load_shed,"(10, 4, 128)",0.0
load_shed,"(10, 4, 129)",0.0
load_shed,"(10, 4, 130)",0.0
load_shed,"(10, 4, 131)",0.0
load_shed,"(10, 4, 132)",0.0
load_shed,"(10, 4, 133)",0.0
load_shed,"(10, 4, 134)",0.0
load_shed,"(10, 4, 135)",0.0
load_shed,"(10, 4, 136)",0.0
load_shed,"(10, 4, 137)",0.0
load_shed,"(10, 4, 138)",0.0
load_shed,"(10, 4, 139)",0.0
load_shed,"(10, 4, 140)",0.0
load_shed,"(10, 4, 141)",0.0
load_shed,"(10, 4, 142)",0.0
load_shed,"(10, 5, 1)",0.0
load_shed,"(10, 5, 2)",0.0
load_shed,"(10, 5, 3)",0.0
load_shed,"(10, 5, 4)",0.0
load_shed,"(10, 5, 5)",0.0
load_shed,"(10, 5, 6)",0.0
load_shed,"(10, 5, 7)",0.0
load_shed,"(10, 5, 8)",0.0
load_shed,"(10, 5, 9)",0.0
load_shed,"(10, 5, 10)",0.0
load_shed,"(10, 5, 11)",0.0
load_shed,"(10, 5, 12)",0.0
load_shed,"(10, 5, 13)",0.0
load_shed,"(10, 5, 14)",0.0
load_shed,"(10, 5, 15)",0.0
load_shed,"(10, 5, 16)",0.0
load_shed,"(10, 5, 17)",0.0
load_shed,"(10, 5, 18)",0.0
load_shed,"(10, 5, 19)",0.0
load_shed,"(10, 5, 20)",0.0
load_shed,"(10, 5, 21)",0.0
load_shed,"(10, 5, 22)",0.0
load_shed,"(10, 5, 23)",0.0
load_shed,"(10, 5, 24)",0.0
load_shed,"(10, 5, 25)",0.0
load_shed,"(10, 5, 26)",0.0
load_shed,"(10, 5, 27)",0.0
load_shed,"(10, 5, 28)",0.0
load_shed,"(10, 5, 29)",0.0
load_shed,"(10, 5, 30)",0.0
load_shed,"(10, 5, 31)",0.0
load_shed,"(10, 5, 32)",0.0
load_shed,"(10, 5, 33)",0.0
load_shed,"(10, 5, 34)",0.0
load_shed,"(10, 5, 35)",0.0
load_shed,"(10, 5, 36)",0.0
load_shed,"(10, 5, 37)",0.0
load_shed,"(10, 5, 38)",0.0
load_shed,"(10, 5, 39)",0.0
load_shed,"(10, 5, 40)",0.0
load_shed,"(10, 5, 41)",0.0
load_shed,"(10, 5, 42)",0.0
load_shed,"(10, 5, 43)",0.0
load_shed,"(10, 5, 44)",0.0
load_shed,"(10, 5, 45)",0.0
load_shed,"(10, 5, 46)",0.0
load_shed,"(10, 5, 47)",0.0
load_shed,"(10, 5, 48)",0.0
load_shed,"(10, 5, 49)",0.0
load_shed,"(10, 5, 50)",0.0
load_shed,"(10, 5, 51)",0.0
load_shed,"(10, 5, 52)",0.0
load_shed,"(10, 5, 53)",0.0
load_shed,"(10, 5, 54)",0.0
load_shed,"(10, 5, 55)",0.0
load_shed,"(10, 5, 56)",0.0
load_shed,"(10, 5, 57)",0.0
load_shed,"(10, 5, 58)",0.0
load_shed,"(10, 5, 59)",0.0
load_shed,"(10, 5, 60)",0.0
load_shed,"(10, 5, 61)",0.0
load_shed,"(10, 5, 62)",0.0
load_shed,"(10, 5, 63)",0.0
load_shed,"(10, 5, 64)",0.0
load_shed,"(10, 5, 65)",0.0
load_shed,"(10, 5, 66)",0.0
load_shed,"(10, 5, 67)",0.0
load_shed,"(10, 5, 68)",0.0
load_shed,"(10, 5, 69)",0.0
load_shed,"(10, 5, 70)",0.0
load_shed,"(10, 5, 71)",0.0
load_shed,"(10, 5, 72)",0.0
load_shed,"(10, 5, 73)",0.0
load_shed,"(10, 5, 74)",0.0
load_shed,"(10, 5, 75)",0.0
load_shed,"(10, 5, 76)",0.0
load_shed,"(10, 5, 77)",0.0
load_shed,"(10, 5, 78)",0.0
load_shed,"(10, 5, 79)",0.0
load_shed,"(10, 5, 80)",0.0
load_shed,"(10, 5, 81)",0.0
load_shed,"(10, 5, 82)",0.0
load_shed,"(10, 5, 83)",0.0
load_shed,"(10, 5, 84)",0.0
load_shed,"(10, 5, 85)",0.0
load_shed,"(10, 5, 86)",0.0
load_shed,"(10, 5, 87)",0.0
load_shed,"(10, 5, 88)",0.0
load_shed,"(10, 5, 89)",0.0
load_shed,"(10, 5, 90)",0.0
load_shed,"(10, 5, 91)",0.0
load_shed,"(10, 5, 92)",0.0
load_shed,"(10, 5, 93)",0.0
load_shed,"(10, 5, 94)",0.0
load_shed,"(10, 5, 95)",0.0
load_shed,"(10, 5, 96)",0.0
load_shed,"(10, 5, 97)",0.0
load_shed,"(10, 5, 98)",0.0
load_shed,"(10, 5, 99)",0.0
load_shed,"(10, 5, 100)",0.0
load_shed,"(10, 5, 101)",0.0
load_shed,"(10, 5, 102)",0.0
load_shed,"(10, 5, 103)",0.0
load_shed,"(10, 5, 104)",0.0
load_shed,"(10, 5, 105)",0.0
load_shed,"(10, 5, 106)",0.0
load_shed,"(10, 5, 107)",0.0
load_shed,"(10, 5, 108)",0.0
load_shed,"(10, 5, 109)",0.0
load_shed,"(10, 5, 110)",0.0
load_shed,"(10, 5, 111)",0.0
load_shed,"(10, 5, 112)",0.0
load_shed,"(10, 5, 113)",0.0
load_shed,"(10, 5, 114)",0.0
load_shed,"(10, 5, 115)",0.0
load_shed,"(10, 5, 116)",0.0
load_shed,"(10, 5, 117)",0.0
load_shed,"(10, 5, 118)",0.0
load_shed,"(10, 5, 119)",0.0
load_shed,"(10, 5, 120)",0.0
load_shed,"(10, 5, 121)",0.0
load_shed,"(10, 5, 122)",0.0
load_shed,"(10, 5, 123)",0.0
load_shed,"(10, 5, 124)",0.0
load_shed,"(10, 5, 125)",0.0
load_shed,"(10, 5, 126)",0.0
load_shed,"(10, 5, 127)",0.0
load_shed,"(10, 5, 128)",0.0
load_shed,"(10, 5, 129)",0.0
load_shed,"(10, 5, 130)",0.0
load_shed,"(10, 5, 131)",0.0
load_shed,"(10, 5, 132)",0.0
load_shed,"(10, 5, 133)",0.0
load_shed,"(10, 5, 134)",0.0
load_shed,"(10, 5, 135)",0.0
load_shed,"(10, 5, 136)",0.0
load_shed,"(10, 5, 137)",0.0
load_shed,"(10, 5, 138)",0.0
load_shed,"(10, 5, 139)",0.0
load_shed,"(10, 5, 140)",0.0
load_shed,"(10, 5, 141)",0.0
load_shed,"(10, 5, 142)",0.0
theta,"(1, 1, 1)",0.7712058784006073
theta,"(1, 1, 2)",0.7732331026111344
theta,"(1, 1, 3)",0.8047262988720967
theta,"(1, 1, 4)",0.8024715896709654
theta,"(1, 1, 5)",0.8077406592019247
theta,"(1, 1, 6)",0.6467485563729041
theta,"(1, 1, 7)",0.8385630996790381
theta,"(1, 1, 8)",0.8398803670617779
theta,"(1, 1, 9)",0.8405349600556546
theta,"(1, 1, 10)",0.3218375347510959
theta,"(1, 1, 11)",0.6774761507970497
theta,"(1, 1, 12)",0.71856295914774
theta,"(1, 1, 13)",0.7640376074841303
theta,"(1, 1, 14)",0.7863873495050842
theta,"(1, 1, 15)",0.7781969867278935
theta,"(1, 1, 16)",0.7774747084796549
theta,"(1, 1, 17)",0.7517316214811298
theta,"(1, 1, 18)",0.754856010412666
theta,"(1, 1, 19)",0.782462516759941
theta,"(1, 1, 20)",0.8645296792295638
theta,"(1, 1, 21)",0.7096014591932299
theta,"(1, 1, 22)",0.5958154159831479
theta,"(1, 1, 23)",0.9062230850865519
theta,"(1, 1, 24)",0.8606184743758963
theta,"(1, 1, 25)",0.7881726032884647
theta,"(1, 1, 26)",0.7701783353063754
theta,"(1, 1, 27)",0.8001360665199728
theta,"(1, 1, 28)",0.6707924341031544
theta,"(1, 1, 29)",0.814876530974681
theta,"(1, 1, 30)",0.6490019862238738
theta,"(1, 1, 31)",0.8365346695375186
theta,"(1, 1, 32)",0.845747459821711
theta,"(1, 1, 33)",0.8338920533770529
theta,"(1, 1, 34)",0.7287909053159768
theta,"(1, 1, 35)",0.8447556086976101
theta,"(1, 1, 36)",0.9003574059204695
theta,"(1, 1, 37)",0.8911176954996121
theta,"(1, 1, 38)",0.8614088920815159
theta,"(1, 1, 39)",0.8332809240746577
theta,"(1, 1, 40)",0.8158508508766088
theta,"(1, 1, 41)",0.8115035534957037
theta,"(1, 1, 42)",0.8263443273132764
theta,"(1, 1, 43)",0.8683454888428972
theta,"(1, 1, 44)",0.7841452739369192
theta,"(1, 1, 45)",0.39435008406573274
theta,"(1, 1, 46)",0.14707478670010243
