Variable,Index,Value
shifted_gust_speed,"(7, 2, 122)",0.0
shifted_gust_speed,"(7, 2, 123)",0.0
shifted_gust_speed,"(7, 2, 124)",0.0
shifted_gust_speed,"(7, 2, 125)",0.0
shifted_gust_speed,"(7, 2, 126)",0.0
shifted_gust_speed,"(7, 2, 127)",0.0
shifted_gust_speed,"(7, 2, 128)",0.0
shifted_gust_speed,"(7, 2, 129)",0.0
shifted_gust_speed,"(7, 2, 130)",0.0
shifted_gust_speed,"(7, 3, 1)",54.10128456790055
shifted_gust_speed,"(7, 3, 2)",52.48495876049688
shifted_gust_speed,"(7, 3, 3)",50.91692217832225
shifted_gust_speed,"(7, 3, 4)",49.39573213620603
shifted_gust_speed,"(7, 3, 5)",47.919989050528564
shifted_gust_speed,"(7, 3, 6)",46.48833515152252
shifted_gust_speed,"(7, 3, 7)",45.099453234045484
shifted_gust_speed,"(7, 3, 8)",43.75206544567432
shifted_gust_speed,"(7, 3, 9)",42.44493211100641
shifted_gust_speed,"(7, 3, 10)",41.17685059108588
shifted_gust_speed,"(7, 3, 11)",39.946654176905625
shifted_gust_speed,"(7, 3, 12)",38.75321101596688
shifted_gust_speed,"(7, 3, 13)",37.59542307090889
shifted_gust_speed,"(7, 3, 14)",36.472225109250445
shifted_gust_speed,"(7, 3, 15)",35.38258372331385
shifted_gust_speed,"(7, 3, 16)",34.3254963794295
shifted_gust_speed,"(7, 3, 17)",33.29999049554647
shifted_gust_speed,"(7, 3, 18)",32.30512254640015
shifted_gust_speed,"(7, 3, 19)",31.339977195414058
shifted_gust_speed,"(7, 3, 20)",30.40366645253671
shifted_gust_speed,"(7, 3, 21)",29.49532885723892
shifted_gust_speed,"(7, 3, 22)",28.614128685919894
shifted_gust_speed,"(7, 3, 23)",27.759255182992707
shifted_gust_speed,"(7, 3, 24)",0.0
shifted_gust_speed,"(7, 3, 25)",0.0
shifted_gust_speed,"(7, 3, 26)",0.0
shifted_gust_speed,"(7, 3, 27)",0.0
shifted_gust_speed,"(7, 3, 28)",0.0
shifted_gust_speed,"(7, 3, 29)",0.0
shifted_gust_speed,"(7, 3, 30)",0.0
shifted_gust_speed,"(7, 3, 31)",0.0
shifted_gust_speed,"(7, 3, 32)",0.0
shifted_gust_speed,"(7, 3, 33)",0.0
shifted_gust_speed,"(7, 3, 34)",0.0
shifted_gust_speed,"(7, 3, 35)",0.0
shifted_gust_speed,"(7, 3, 36)",0.0
shifted_gust_speed,"(7, 3, 37)",0.0
shifted_gust_speed,"(7, 3, 38)",0.0
shifted_gust_speed,"(7, 3, 39)",0.0
shifted_gust_speed,"(7, 3, 40)",0.0
shifted_gust_speed,"(7, 3, 41)",0.0
shifted_gust_speed,"(7, 3, 42)",0.0
shifted_gust_speed,"(7, 3, 43)",0.0
shifted_gust_speed,"(7, 3, 44)",0.0
shifted_gust_speed,"(7, 3, 45)",0.0
shifted_gust_speed,"(7, 3, 46)",0.0
shifted_gust_speed,"(7, 3, 47)",0.0
shifted_gust_speed,"(7, 3, 48)",0.0
shifted_gust_speed,"(7, 3, 49)",0.0
shifted_gust_speed,"(7, 3, 50)",0.0
shifted_gust_speed,"(7, 3, 51)",0.0
shifted_gust_speed,"(7, 3, 52)",0.0
shifted_gust_speed,"(7, 3, 53)",0.0
shifted_gust_speed,"(7, 3, 54)",0.0
shifted_gust_speed,"(7, 3, 55)",0.0
shifted_gust_speed,"(7, 3, 56)",0.0
shifted_gust_speed,"(7, 3, 57)",0.0
shifted_gust_speed,"(7, 3, 58)",0.0
shifted_gust_speed,"(7, 3, 59)",0.0
shifted_gust_speed,"(7, 3, 60)",0.0
shifted_gust_speed,"(7, 3, 61)",0.0
shifted_gust_speed,"(7, 3, 62)",0.0
shifted_gust_speed,"(7, 3, 63)",0.0
shifted_gust_speed,"(7, 3, 64)",0.0
shifted_gust_speed,"(7, 3, 65)",0.0
shifted_gust_speed,"(7, 3, 66)",0.0
shifted_gust_speed,"(7, 3, 67)",0.0
shifted_gust_speed,"(7, 3, 68)",0.0
shifted_gust_speed,"(7, 3, 69)",0.0
shifted_gust_speed,"(7, 3, 70)",0.0
shifted_gust_speed,"(7, 3, 71)",0.0
shifted_gust_speed,"(7, 3, 72)",0.0
shifted_gust_speed,"(7, 3, 73)",0.0
shifted_gust_speed,"(7, 3, 74)",0.0
shifted_gust_speed,"(7, 3, 75)",0.0
shifted_gust_speed,"(7, 3, 76)",0.0
shifted_gust_speed,"(7, 3, 77)",0.0
shifted_gust_speed,"(7, 3, 78)",0.0
shifted_gust_speed,"(7, 3, 79)",0.0
shifted_gust_speed,"(7, 3, 80)",0.0
shifted_gust_speed,"(7, 3, 81)",0.0
shifted_gust_speed,"(7, 3, 82)",0.0
shifted_gust_speed,"(7, 3, 83)",0.0
shifted_gust_speed,"(7, 3, 84)",0.0
shifted_gust_speed,"(7, 3, 85)",0.0
shifted_gust_speed,"(7, 3, 86)",0.0
shifted_gust_speed,"(7, 3, 87)",0.0
shifted_gust_speed,"(7, 3, 88)",0.0
shifted_gust_speed,"(7, 3, 89)",0.0
shifted_gust_speed,"(7, 3, 90)",0.0
shifted_gust_speed,"(7, 3, 91)",0.0
shifted_gust_speed,"(7, 3, 92)",0.0
shifted_gust_speed,"(7, 3, 93)",0.0
shifted_gust_speed,"(7, 3, 94)",0.0
shifted_gust_speed,"(7, 3, 95)",0.0
shifted_gust_speed,"(7, 3, 96)",0.0
shifted_gust_speed,"(7, 3, 97)",0.0
shifted_gust_speed,"(7, 3, 98)",0.0
shifted_gust_speed,"(7, 3, 99)",0.0
shifted_gust_speed,"(7, 3, 100)",0.0
shifted_gust_speed,"(7, 3, 101)",0.0
shifted_gust_speed,"(7, 3, 102)",0.0
shifted_gust_speed,"(7, 3, 103)",0.0
shifted_gust_speed,"(7, 3, 104)",0.0
shifted_gust_speed,"(7, 3, 105)",0.0
shifted_gust_speed,"(7, 3, 106)",0.0
shifted_gust_speed,"(7, 3, 107)",0.0
shifted_gust_speed,"(7, 3, 108)",0.0
shifted_gust_speed,"(7, 3, 109)",0.0
shifted_gust_speed,"(7, 3, 110)",0.0
shifted_gust_speed,"(7, 3, 111)",0.0
shifted_gust_speed,"(7, 3, 112)",0.0
shifted_gust_speed,"(7, 3, 113)",0.0
shifted_gust_speed,"(7, 3, 114)",0.0
shifted_gust_speed,"(7, 3, 115)",0.0
shifted_gust_speed,"(7, 3, 116)",0.0
shifted_gust_speed,"(7, 3, 117)",0.0
shifted_gust_speed,"(7, 3, 118)",0.0
shifted_gust_speed,"(7, 3, 119)",0.0
shifted_gust_speed,"(7, 3, 120)",0.0
shifted_gust_speed,"(7, 3, 121)",0.0
shifted_gust_speed,"(7, 3, 122)",0.0
shifted_gust_speed,"(7, 3, 123)",0.0
shifted_gust_speed,"(7, 3, 124)",0.0
shifted_gust_speed,"(7, 3, 125)",0.0
shifted_gust_speed,"(7, 3, 126)",0.0
shifted_gust_speed,"(7, 3, 127)",0.0
shifted_gust_speed,"(7, 3, 128)",0.0
shifted_gust_speed,"(7, 3, 129)",0.0
shifted_gust_speed,"(7, 3, 130)",0.0
shifted_gust_speed,"(7, 4, 1)",54.10128456790055
shifted_gust_speed,"(7, 4, 2)",52.48495876049688
shifted_gust_speed,"(7, 4, 3)",50.91692217832225
shifted_gust_speed,"(7, 4, 4)",49.39573213620603
shifted_gust_speed,"(7, 4, 5)",47.919989050528564
shifted_gust_speed,"(7, 4, 6)",46.48833515152252
shifted_gust_speed,"(7, 4, 7)",45.099453234045484
shifted_gust_speed,"(7, 4, 8)",43.75206544567432
shifted_gust_speed,"(7, 4, 9)",42.44493211100641
shifted_gust_speed,"(7, 4, 10)",41.17685059108588
shifted_gust_speed,"(7, 4, 11)",39.946654176905625
shifted_gust_speed,"(7, 4, 12)",38.75321101596688
shifted_gust_speed,"(7, 4, 13)",37.59542307090889
shifted_gust_speed,"(7, 4, 14)",36.472225109250445
shifted_gust_speed,"(7, 4, 15)",35.38258372331385
shifted_gust_speed,"(7, 4, 16)",34.3254963794295
shifted_gust_speed,"(7, 4, 17)",33.29999049554647
shifted_gust_speed,"(7, 4, 18)",32.30512254640015
shifted_gust_speed,"(7, 4, 19)",31.339977195414058
shifted_gust_speed,"(7, 4, 20)",30.40366645253671
shifted_gust_speed,"(7, 4, 21)",29.49532885723892
shifted_gust_speed,"(7, 4, 22)",28.614128685919894
shifted_gust_speed,"(7, 4, 23)",27.759255182992707
shifted_gust_speed,"(7, 4, 24)",0.0
shifted_gust_speed,"(7, 4, 25)",0.0
shifted_gust_speed,"(7, 4, 26)",0.0
shifted_gust_speed,"(7, 4, 27)",0.0
shifted_gust_speed,"(7, 4, 28)",0.0
shifted_gust_speed,"(7, 4, 29)",0.0
shifted_gust_speed,"(7, 4, 30)",0.0
shifted_gust_speed,"(7, 4, 31)",0.0
shifted_gust_speed,"(7, 4, 32)",0.0
shifted_gust_speed,"(7, 4, 33)",0.0
shifted_gust_speed,"(7, 4, 34)",0.0
shifted_gust_speed,"(7, 4, 35)",0.0
shifted_gust_speed,"(7, 4, 36)",0.0
shifted_gust_speed,"(7, 4, 37)",0.0
shifted_gust_speed,"(7, 4, 38)",0.0
shifted_gust_speed,"(7, 4, 39)",0.0
shifted_gust_speed,"(7, 4, 40)",0.0
shifted_gust_speed,"(7, 4, 41)",0.0
shifted_gust_speed,"(7, 4, 42)",0.0
shifted_gust_speed,"(7, 4, 43)",0.0
shifted_gust_speed,"(7, 4, 44)",0.0
shifted_gust_speed,"(7, 4, 45)",0.0
shifted_gust_speed,"(7, 4, 46)",0.0
shifted_gust_speed,"(7, 4, 47)",0.0
shifted_gust_speed,"(7, 4, 48)",0.0
shifted_gust_speed,"(7, 4, 49)",0.0
shifted_gust_speed,"(7, 4, 50)",0.0
shifted_gust_speed,"(7, 4, 51)",0.0
shifted_gust_speed,"(7, 4, 52)",0.0
shifted_gust_speed,"(7, 4, 53)",0.0
shifted_gust_speed,"(7, 4, 54)",0.0
shifted_gust_speed,"(7, 4, 55)",0.0
shifted_gust_speed,"(7, 4, 56)",0.0
shifted_gust_speed,"(7, 4, 57)",0.0
shifted_gust_speed,"(7, 4, 58)",0.0
shifted_gust_speed,"(7, 4, 59)",0.0
shifted_gust_speed,"(7, 4, 60)",0.0
shifted_gust_speed,"(7, 4, 61)",0.0
shifted_gust_speed,"(7, 4, 62)",0.0
shifted_gust_speed,"(7, 4, 63)",0.0
shifted_gust_speed,"(7, 4, 64)",0.0
shifted_gust_speed,"(7, 4, 65)",0.0
shifted_gust_speed,"(7, 4, 66)",0.0
shifted_gust_speed,"(7, 4, 67)",0.0
shifted_gust_speed,"(7, 4, 68)",0.0
shifted_gust_speed,"(7, 4, 69)",0.0
shifted_gust_speed,"(7, 4, 70)",0.0
shifted_gust_speed,"(7, 4, 71)",0.0
shifted_gust_speed,"(7, 4, 72)",0.0
shifted_gust_speed,"(7, 4, 73)",0.0
shifted_gust_speed,"(7, 4, 74)",0.0
shifted_gust_speed,"(7, 4, 75)",0.0
shifted_gust_speed,"(7, 4, 76)",0.0
shifted_gust_speed,"(7, 4, 77)",0.0
shifted_gust_speed,"(7, 4, 78)",0.0
shifted_gust_speed,"(7, 4, 79)",0.0
shifted_gust_speed,"(7, 4, 80)",0.0
shifted_gust_speed,"(7, 4, 81)",0.0
shifted_gust_speed,"(7, 4, 82)",0.0
shifted_gust_speed,"(7, 4, 83)",0.0
shifted_gust_speed,"(7, 4, 84)",0.0
shifted_gust_speed,"(7, 4, 85)",0.0
shifted_gust_speed,"(7, 4, 86)",0.0
shifted_gust_speed,"(7, 4, 87)",0.0
shifted_gust_speed,"(7, 4, 88)",0.0
shifted_gust_speed,"(7, 4, 89)",0.0
shifted_gust_speed,"(7, 4, 90)",0.0
shifted_gust_speed,"(7, 4, 91)",0.0
shifted_gust_speed,"(7, 4, 92)",0.0
shifted_gust_speed,"(7, 4, 93)",0.0
shifted_gust_speed,"(7, 4, 94)",0.0
shifted_gust_speed,"(7, 4, 95)",0.0
shifted_gust_speed,"(7, 4, 96)",0.0
shifted_gust_speed,"(7, 4, 97)",0.0
shifted_gust_speed,"(7, 4, 98)",0.0
shifted_gust_speed,"(7, 4, 99)",0.0
shifted_gust_speed,"(7, 4, 100)",0.0
shifted_gust_speed,"(7, 4, 101)",0.0
shifted_gust_speed,"(7, 4, 102)",0.0
shifted_gust_speed,"(7, 4, 103)",0.0
shifted_gust_speed,"(7, 4, 104)",0.0
shifted_gust_speed,"(7, 4, 105)",0.0
shifted_gust_speed,"(7, 4, 106)",0.0
shifted_gust_speed,"(7, 4, 107)",0.0
shifted_gust_speed,"(7, 4, 108)",0.0
shifted_gust_speed,"(7, 4, 109)",0.0
shifted_gust_speed,"(7, 4, 110)",0.0
shifted_gust_speed,"(7, 4, 111)",0.0
shifted_gust_speed,"(7, 4, 112)",0.0
shifted_gust_speed,"(7, 4, 113)",0.0
shifted_gust_speed,"(7, 4, 114)",0.0
shifted_gust_speed,"(7, 4, 115)",0.0
shifted_gust_speed,"(7, 4, 116)",0.0
shifted_gust_speed,"(7, 4, 117)",0.0
shifted_gust_speed,"(7, 4, 118)",0.0
shifted_gust_speed,"(7, 4, 119)",0.0
shifted_gust_speed,"(7, 4, 120)",0.0
shifted_gust_speed,"(7, 4, 121)",0.0
shifted_gust_speed,"(7, 4, 122)",0.0
shifted_gust_speed,"(7, 4, 123)",0.0
shifted_gust_speed,"(7, 4, 124)",0.0
shifted_gust_speed,"(7, 4, 125)",0.0
shifted_gust_speed,"(7, 4, 126)",0.0
shifted_gust_speed,"(7, 4, 127)",0.0
shifted_gust_speed,"(7, 4, 128)",0.0
shifted_gust_speed,"(7, 4, 129)",0.0
shifted_gust_speed,"(7, 4, 130)",0.0
shifted_gust_speed,"(7, 5, 1)",54.10128456790055
shifted_gust_speed,"(7, 5, 2)",52.48495876049688
shifted_gust_speed,"(7, 5, 3)",50.91692217832225
shifted_gust_speed,"(7, 5, 4)",49.39573213620603
shifted_gust_speed,"(7, 5, 5)",47.919989050528564
shifted_gust_speed,"(7, 5, 6)",46.48833515152252
shifted_gust_speed,"(7, 5, 7)",45.099453234045484
shifted_gust_speed,"(7, 5, 8)",43.75206544567432
shifted_gust_speed,"(7, 5, 9)",42.44493211100641
shifted_gust_speed,"(7, 5, 10)",41.17685059108588
shifted_gust_speed,"(7, 5, 11)",39.946654176905625
shifted_gust_speed,"(7, 5, 12)",38.75321101596688
shifted_gust_speed,"(7, 5, 13)",37.59542307090889
shifted_gust_speed,"(7, 5, 14)",36.472225109250445
shifted_gust_speed,"(7, 5, 15)",35.38258372331385
shifted_gust_speed,"(7, 5, 16)",34.3254963794295
shifted_gust_speed,"(7, 5, 17)",33.29999049554647
shifted_gust_speed,"(7, 5, 18)",32.30512254640015
shifted_gust_speed,"(7, 5, 19)",31.339977195414058
shifted_gust_speed,"(7, 5, 20)",30.40366645253671
shifted_gust_speed,"(7, 5, 21)",29.49532885723892
shifted_gust_speed,"(7, 5, 22)",28.614128685919894
shifted_gust_speed,"(7, 5, 23)",27.759255182992707
shifted_gust_speed,"(7, 5, 24)",0.0
shifted_gust_speed,"(7, 5, 25)",0.0
shifted_gust_speed,"(7, 5, 26)",0.0
shifted_gust_speed,"(7, 5, 27)",0.0
shifted_gust_speed,"(7, 5, 28)",0.0
shifted_gust_speed,"(7, 5, 29)",0.0
shifted_gust_speed,"(7, 5, 30)",0.0
shifted_gust_speed,"(7, 5, 31)",0.0
shifted_gust_speed,"(7, 5, 32)",0.0
shifted_gust_speed,"(7, 5, 33)",0.0
shifted_gust_speed,"(7, 5, 34)",0.0
shifted_gust_speed,"(7, 5, 35)",0.0
shifted_gust_speed,"(7, 5, 36)",0.0
shifted_gust_speed,"(7, 5, 37)",0.0
shifted_gust_speed,"(7, 5, 38)",0.0
shifted_gust_speed,"(7, 5, 39)",0.0
shifted_gust_speed,"(7, 5, 40)",0.0
shifted_gust_speed,"(7, 5, 41)",0.0
shifted_gust_speed,"(7, 5, 42)",0.0
shifted_gust_speed,"(7, 5, 43)",0.0
shifted_gust_speed,"(7, 5, 44)",0.0
shifted_gust_speed,"(7, 5, 45)",0.0
shifted_gust_speed,"(7, 5, 46)",0.0
shifted_gust_speed,"(7, 5, 47)",0.0
shifted_gust_speed,"(7, 5, 48)",0.0
shifted_gust_speed,"(7, 5, 49)",0.0
shifted_gust_speed,"(7, 5, 50)",0.0
shifted_gust_speed,"(7, 5, 51)",0.0
shifted_gust_speed,"(7, 5, 52)",0.0
shifted_gust_speed,"(7, 5, 53)",0.0
shifted_gust_speed,"(7, 5, 54)",0.0
shifted_gust_speed,"(7, 5, 55)",0.0
shifted_gust_speed,"(7, 5, 56)",0.0
shifted_gust_speed,"(7, 5, 57)",0.0
shifted_gust_speed,"(7, 5, 58)",0.0
shifted_gust_speed,"(7, 5, 59)",0.0
shifted_gust_speed,"(7, 5, 60)",0.0
shifted_gust_speed,"(7, 5, 61)",0.0
shifted_gust_speed,"(7, 5, 62)",0.0
shifted_gust_speed,"(7, 5, 63)",0.0
shifted_gust_speed,"(7, 5, 64)",0.0
shifted_gust_speed,"(7, 5, 65)",0.0
shifted_gust_speed,"(7, 5, 66)",0.0
shifted_gust_speed,"(7, 5, 67)",0.0
shifted_gust_speed,"(7, 5, 68)",0.0
shifted_gust_speed,"(7, 5, 69)",0.0
shifted_gust_speed,"(7, 5, 70)",0.0
shifted_gust_speed,"(7, 5, 71)",0.0
shifted_gust_speed,"(7, 5, 72)",0.0
shifted_gust_speed,"(7, 5, 73)",0.0
shifted_gust_speed,"(7, 5, 74)",0.0
shifted_gust_speed,"(7, 5, 75)",0.0
shifted_gust_speed,"(7, 5, 76)",0.0
shifted_gust_speed,"(7, 5, 77)",0.0
shifted_gust_speed,"(7, 5, 78)",0.0
shifted_gust_speed,"(7, 5, 79)",0.0
shifted_gust_speed,"(7, 5, 80)",0.0
shifted_gust_speed,"(7, 5, 81)",0.0
shifted_gust_speed,"(7, 5, 82)",0.0
shifted_gust_speed,"(7, 5, 83)",0.0
shifted_gust_speed,"(7, 5, 84)",0.0
shifted_gust_speed,"(7, 5, 85)",0.0
shifted_gust_speed,"(7, 5, 86)",0.0
shifted_gust_speed,"(7, 5, 87)",0.0
shifted_gust_speed,"(7, 5, 88)",0.0
shifted_gust_speed,"(7, 5, 89)",0.0
shifted_gust_speed,"(7, 5, 90)",0.0
shifted_gust_speed,"(7, 5, 91)",0.0
shifted_gust_speed,"(7, 5, 92)",0.0
shifted_gust_speed,"(7, 5, 93)",0.0
shifted_gust_speed,"(7, 5, 94)",0.0
shifted_gust_speed,"(7, 5, 95)",0.0
shifted_gust_speed,"(7, 5, 96)",0.0
shifted_gust_speed,"(7, 5, 97)",0.0
shifted_gust_speed,"(7, 5, 98)",0.0
shifted_gust_speed,"(7, 5, 99)",0.0
shifted_gust_speed,"(7, 5, 100)",0.0
shifted_gust_speed,"(7, 5, 101)",0.0
shifted_gust_speed,"(7, 5, 102)",0.0
shifted_gust_speed,"(7, 5, 103)",0.0
shifted_gust_speed,"(7, 5, 104)",0.0
shifted_gust_speed,"(7, 5, 105)",0.0
shifted_gust_speed,"(7, 5, 106)",0.0
shifted_gust_speed,"(7, 5, 107)",0.0
shifted_gust_speed,"(7, 5, 108)",0.0
shifted_gust_speed,"(7, 5, 109)",0.0
shifted_gust_speed,"(7, 5, 110)",0.0
shifted_gust_speed,"(7, 5, 111)",0.0
shifted_gust_speed,"(7, 5, 112)",0.0
shifted_gust_speed,"(7, 5, 113)",0.0
shifted_gust_speed,"(7, 5, 114)",0.0
shifted_gust_speed,"(7, 5, 115)",0.0
shifted_gust_speed,"(7, 5, 116)",0.0
shifted_gust_speed,"(7, 5, 117)",0.0
shifted_gust_speed,"(7, 5, 118)",0.0
shifted_gust_speed,"(7, 5, 119)",0.0
shifted_gust_speed,"(7, 5, 120)",0.0
shifted_gust_speed,"(7, 5, 121)",0.0
shifted_gust_speed,"(7, 5, 122)",0.0
shifted_gust_speed,"(7, 5, 123)",0.0
shifted_gust_speed,"(7, 5, 124)",0.0
shifted_gust_speed,"(7, 5, 125)",0.0
shifted_gust_speed,"(7, 5, 126)",0.0
shifted_gust_speed,"(7, 5, 127)",0.0
shifted_gust_speed,"(7, 5, 128)",0.0
shifted_gust_speed,"(7, 5, 129)",0.0
shifted_gust_speed,"(7, 5, 130)",0.0
shifted_gust_speed,"(7, 6, 1)",54.10128456790055
shifted_gust_speed,"(7, 6, 2)",52.48495876049688
shifted_gust_speed,"(7, 6, 3)",50.91692217832225
shifted_gust_speed,"(7, 6, 4)",49.39573213620603
shifted_gust_speed,"(7, 6, 5)",47.919989050528564
shifted_gust_speed,"(7, 6, 6)",46.48833515152252
shifted_gust_speed,"(7, 6, 7)",45.099453234045484
shifted_gust_speed,"(7, 6, 8)",43.75206544567432
shifted_gust_speed,"(7, 6, 9)",42.44493211100641
shifted_gust_speed,"(7, 6, 10)",41.17685059108588
shifted_gust_speed,"(7, 6, 11)",39.946654176905625
shifted_gust_speed,"(7, 6, 12)",38.75321101596688
shifted_gust_speed,"(7, 6, 13)",37.59542307090889
shifted_gust_speed,"(7, 6, 14)",36.472225109250445
shifted_gust_speed,"(7, 6, 15)",35.38258372331385
shifted_gust_speed,"(7, 6, 16)",34.3254963794295
shifted_gust_speed,"(7, 6, 17)",33.29999049554647
shifted_gust_speed,"(7, 6, 18)",32.30512254640015
shifted_gust_speed,"(7, 6, 19)",31.339977195414058
shifted_gust_speed,"(7, 6, 20)",30.40366645253671
shifted_gust_speed,"(7, 6, 21)",29.49532885723892
shifted_gust_speed,"(7, 6, 22)",28.614128685919894
shifted_gust_speed,"(7, 6, 23)",27.759255182992707
shifted_gust_speed,"(7, 6, 24)",0.0
shifted_gust_speed,"(7, 6, 25)",0.0
shifted_gust_speed,"(7, 6, 26)",0.0
shifted_gust_speed,"(7, 6, 27)",0.0
shifted_gust_speed,"(7, 6, 28)",0.0
shifted_gust_speed,"(7, 6, 29)",0.0
shifted_gust_speed,"(7, 6, 30)",0.0
shifted_gust_speed,"(7, 6, 31)",0.0
shifted_gust_speed,"(7, 6, 32)",0.0
shifted_gust_speed,"(7, 6, 33)",0.0
shifted_gust_speed,"(7, 6, 34)",0.0
shifted_gust_speed,"(7, 6, 35)",0.0
shifted_gust_speed,"(7, 6, 36)",0.0
shifted_gust_speed,"(7, 6, 37)",0.0
shifted_gust_speed,"(7, 6, 38)",0.0
shifted_gust_speed,"(7, 6, 39)",0.0
shifted_gust_speed,"(7, 6, 40)",0.0
shifted_gust_speed,"(7, 6, 41)",0.0
shifted_gust_speed,"(7, 6, 42)",0.0
shifted_gust_speed,"(7, 6, 43)",0.0
shifted_gust_speed,"(7, 6, 44)",0.0
shifted_gust_speed,"(7, 6, 45)",0.0
shifted_gust_speed,"(7, 6, 46)",0.0
shifted_gust_speed,"(7, 6, 47)",0.0
shifted_gust_speed,"(7, 6, 48)",0.0
shifted_gust_speed,"(7, 6, 49)",0.0
shifted_gust_speed,"(7, 6, 50)",0.0
shifted_gust_speed,"(7, 6, 51)",0.0
shifted_gust_speed,"(7, 6, 52)",0.0
shifted_gust_speed,"(7, 6, 53)",0.0
shifted_gust_speed,"(7, 6, 54)",0.0
shifted_gust_speed,"(7, 6, 55)",0.0
shifted_gust_speed,"(7, 6, 56)",0.0
shifted_gust_speed,"(7, 6, 57)",0.0
shifted_gust_speed,"(7, 6, 58)",0.0
shifted_gust_speed,"(7, 6, 59)",0.0
shifted_gust_speed,"(7, 6, 60)",0.0
shifted_gust_speed,"(7, 6, 61)",0.0
shifted_gust_speed,"(7, 6, 62)",0.0
shifted_gust_speed,"(7, 6, 63)",0.0
shifted_gust_speed,"(7, 6, 64)",0.0
shifted_gust_speed,"(7, 6, 65)",0.0
shifted_gust_speed,"(7, 6, 66)",0.0
shifted_gust_speed,"(7, 6, 67)",0.0
shifted_gust_speed,"(7, 6, 68)",0.0
shifted_gust_speed,"(7, 6, 69)",0.0
shifted_gust_speed,"(7, 6, 70)",0.0
shifted_gust_speed,"(7, 6, 71)",0.0
shifted_gust_speed,"(7, 6, 72)",0.0
shifted_gust_speed,"(7, 6, 73)",0.0
shifted_gust_speed,"(7, 6, 74)",0.0
shifted_gust_speed,"(7, 6, 75)",0.0
shifted_gust_speed,"(7, 6, 76)",0.0
shifted_gust_speed,"(7, 6, 77)",0.0
shifted_gust_speed,"(7, 6, 78)",0.0
shifted_gust_speed,"(7, 6, 79)",0.0
shifted_gust_speed,"(7, 6, 80)",0.0
shifted_gust_speed,"(7, 6, 81)",0.0
shifted_gust_speed,"(7, 6, 82)",0.0
shifted_gust_speed,"(7, 6, 83)",0.0
shifted_gust_speed,"(7, 6, 84)",0.0
shifted_gust_speed,"(7, 6, 85)",0.0
shifted_gust_speed,"(7, 6, 86)",0.0
shifted_gust_speed,"(7, 6, 87)",0.0
shifted_gust_speed,"(7, 6, 88)",0.0
shifted_gust_speed,"(7, 6, 89)",0.0
shifted_gust_speed,"(7, 6, 90)",0.0
shifted_gust_speed,"(7, 6, 91)",0.0
shifted_gust_speed,"(7, 6, 92)",0.0
shifted_gust_speed,"(7, 6, 93)",0.0
shifted_gust_speed,"(7, 6, 94)",0.0
shifted_gust_speed,"(7, 6, 95)",0.0
shifted_gust_speed,"(7, 6, 96)",0.0
shifted_gust_speed,"(7, 6, 97)",0.0
shifted_gust_speed,"(7, 6, 98)",0.0
shifted_gust_speed,"(7, 6, 99)",0.0
shifted_gust_speed,"(7, 6, 100)",0.0
shifted_gust_speed,"(7, 6, 101)",0.0
shifted_gust_speed,"(7, 6, 102)",0.0
shifted_gust_speed,"(7, 6, 103)",0.0
shifted_gust_speed,"(7, 6, 104)",0.0
shifted_gust_speed,"(7, 6, 105)",0.0
shifted_gust_speed,"(7, 6, 106)",0.0
shifted_gust_speed,"(7, 6, 107)",0.0
shifted_gust_speed,"(7, 6, 108)",0.0
shifted_gust_speed,"(7, 6, 109)",0.0
shifted_gust_speed,"(7, 6, 110)",0.0
shifted_gust_speed,"(7, 6, 111)",0.0
shifted_gust_speed,"(7, 6, 112)",0.0
shifted_gust_speed,"(7, 6, 113)",0.0
shifted_gust_speed,"(7, 6, 114)",0.0
shifted_gust_speed,"(7, 6, 115)",0.0
shifted_gust_speed,"(7, 6, 116)",0.0
shifted_gust_speed,"(7, 6, 117)",0.0
shifted_gust_speed,"(7, 6, 118)",0.0
shifted_gust_speed,"(7, 6, 119)",0.0
shifted_gust_speed,"(7, 6, 120)",0.0
shifted_gust_speed,"(7, 6, 121)",0.0
shifted_gust_speed,"(7, 6, 122)",0.0
shifted_gust_speed,"(7, 6, 123)",0.0
shifted_gust_speed,"(7, 6, 124)",0.0
shifted_gust_speed,"(7, 6, 125)",0.0
shifted_gust_speed,"(7, 6, 126)",0.0
shifted_gust_speed,"(7, 6, 127)",0.0
shifted_gust_speed,"(7, 6, 128)",0.0
shifted_gust_speed,"(7, 6, 129)",0.0
shifted_gust_speed,"(7, 6, 130)",0.0
shifted_gust_speed,"(8, 1, 1)",54.10128456790055
shifted_gust_speed,"(8, 1, 2)",52.48495876049688
shifted_gust_speed,"(8, 1, 3)",50.91692217832225
shifted_gust_speed,"(8, 1, 4)",49.39573213620603
shifted_gust_speed,"(8, 1, 5)",47.919989050528564
shifted_gust_speed,"(8, 1, 6)",46.48833515152252
shifted_gust_speed,"(8, 1, 7)",45.099453234045484
shifted_gust_speed,"(8, 1, 8)",43.75206544567432
shifted_gust_speed,"(8, 1, 9)",42.44493211100641
shifted_gust_speed,"(8, 1, 10)",41.17685059108588
shifted_gust_speed,"(8, 1, 11)",39.946654176905625
shifted_gust_speed,"(8, 1, 12)",38.75321101596688
shifted_gust_speed,"(8, 1, 13)",37.59542307090889
